intention	mechanism	code
Unintentional	MVT-Pedestrian	V0292X
Unintentional	MVT-Pedestrian	V02931
Unintentional	MVT-Pedestrian	V02938
Unintentional	MVT-Pedestrian	V0299X
Unintentional	MVT-Pedestrian	V0310X
Unintentional	MVT-Pedestrian	V0311X
Unintentional	MVT-Pedestrian	V0312X
Unintentional	MVT-Pedestrian	V03131
Unintentional	MVT-Pedestrian	V03138
Unintentional	MVT-Pedestrian	V0319X
Unintentional	MVT-Pedestrian	V0390X
Unintentional	MVT-Pedestrian	V0391X
Unintentional	MVT-Pedestrian	V0392X
Unintentional	MVT-Pedestrian	V03931
Unintentional	MVT-Pedestrian	V03938
Unintentional	MVT-Pedestrian	V0399X
Unintentional	MVT-Pedestrian	V0410X
Unintentional	MVT-Pedestrian	V0411X
Unintentional	MVT-Pedestrian	V0412X
Unintentional	MVT-Pedestrian	V04131
Unintentional	MVT-Pedestrian	V04138
Unintentional	MVT-Pedestrian	V0419X
Unintentional	MVT-Pedestrian	V0490X
Unintentional	MVT-Pedestrian	V0491X
Unintentional	MVT-Pedestrian	V0492X
Unintentional	MVT-Pedestrian	V04931
Unintentional	MVT-Pedestrian	V04938
Unintentional	MVT-Pedestrian	V0499X
Unintentional	MVT-Pedestrian	V0920X
Unintentional	MVT-Pedestrian	V0921X
Unintentional	MVT-Pedestrian	V0929X
Unintentional	MVT-Pedestrian	V093X
Unintentional	MVT-Other	V8031X
Unintentional	MVT-Other	V8032X
Unintentional	MVT-Other	V8041X
Unintentional	MVT-Other	V8042X
Unintentional	MVT-Other	V8051X
Unintentional	MVT-Other	V8052X
Unintentional	MVT-Other	V811X
Unintentional	MVT-Other	V821X
Unintentional	Motor Vehicle-Nontraffic	V200X
Unintentional	Motor Vehicle-Nontraffic	V201X
Unintentional	Motor Vehicle-Nontraffic	V202X
Unintentional	Motor Vehicle-Nontraffic	V210X
Unintentional	Motor Vehicle-Nontraffic	V211X
Unintentional	Motor Vehicle-Nontraffic	V212X
Unintentional	Motor Vehicle-Nontraffic	V220X
Unintentional	Motor Vehicle-Nontraffic	V221X
Unintentional	Motor Vehicle-Nontraffic	V222X
Unintentional	Motor Vehicle-Nontraffic	V230X
Unintentional	Motor Vehicle-Nontraffic	V231X
Unintentional	Motor Vehicle-Nontraffic	V232X
Unintentional	Motor Vehicle-Nontraffic	V240X
Unintentional	Motor Vehicle-Nontraffic	V241X
Unintentional	Motor Vehicle-Nontraffic	V242X
Unintentional	Motor Vehicle-Nontraffic	V250X
Unintentional	Motor Vehicle-Nontraffic	V251X
Unintentional	Motor Vehicle-Nontraffic	V252X
Unintentional	Motor Vehicle-Nontraffic	V260X
Unintentional	Motor Vehicle-Nontraffic	V261X
Unintentional	Motor Vehicle-Nontraffic	V262X
Unintentional	Motor Vehicle-Nontraffic	V270X
Unintentional	Motor Vehicle-Nontraffic	V271X
Unintentional	Motor Vehicle-Nontraffic	V272X
Unintentional	Motor Vehicle-Nontraffic	V280X
Unintentional	Motor Vehicle-Nontraffic	V281X
Unintentional	Motor Vehicle-Nontraffic	V282X
Unintentional	Motor Vehicle-Nontraffic	V2900X
Unintentional	Motor Vehicle-Nontraffic	V2909X
Unintentional	Motor Vehicle-Nontraffic	V2910X
Unintentional	Motor Vehicle-Nontraffic	V2919X
Unintentional	Motor Vehicle-Nontraffic	V2920X
Unintentional	Motor Vehicle-Nontraffic	V2929X
Unintentional	Motor Vehicle-Nontraffic	V293X
Unintentional	Motor Vehicle-Nontraffic	V300X
Unintentional	Motor Vehicle-Nontraffic	V301X
Unintentional	Motor Vehicle-Nontraffic	V302X
Unintentional	Motor Vehicle-Nontraffic	V303X
Unintentional	Motor Vehicle-Nontraffic	V310X
Unintentional	Motor Vehicle-Nontraffic	V311X
Unintentional	Motor Vehicle-Nontraffic	V312X
Unintentional	Motor Vehicle-Nontraffic	V313X
Unintentional	Motor Vehicle-Nontraffic	V320X
Unintentional	Motor Vehicle-Nontraffic	V321X
Unintentional	Motor Vehicle-Nontraffic	V322X
Unintentional	Motor Vehicle-Nontraffic	V323X
Unintentional	Motor Vehicle-Nontraffic	V330X
Unintentional	Motor Vehicle-Nontraffic	V331X
Unintentional	Motor Vehicle-Nontraffic	V332X
Unintentional	Motor Vehicle-Nontraffic	V333X
Unintentional	Motor Vehicle-Nontraffic	V340X
Unintentional	Motor Vehicle-Nontraffic	V341X
Unintentional	Motor Vehicle-Nontraffic	V342X
Unintentional	Motor Vehicle-Nontraffic	V343X
Unintentional	Motor Vehicle-Nontraffic	V350X
Unintentional	Motor Vehicle-Nontraffic	V351X
Unintentional	Motor Vehicle-Nontraffic	V352X
Unintentional	Motor Vehicle-Nontraffic	V353X
Unintentional	Motor Vehicle-Nontraffic	V360X
Unintentional	Motor Vehicle-Nontraffic	V361X
Unintentional	Motor Vehicle-Nontraffic	V362X
Unintentional	Motor Vehicle-Nontraffic	V363X
Unintentional	Motor Vehicle-Nontraffic	V370X
Unintentional	Motor Vehicle-Nontraffic	V371X
Unintentional	Motor Vehicle-Nontraffic	V372X
Unintentional	Motor Vehicle-Nontraffic	V373X
Unintentional	Motor Vehicle-Nontraffic	V380X
Unintentional	Motor Vehicle-Nontraffic	V381X
Unintentional	Motor Vehicle-Nontraffic	V382X
Unintentional	Motor Vehicle-Nontraffic	V383X
Unintentional	Motor Vehicle-Nontraffic	V3900X
Unintentional	Motor Vehicle-Nontraffic	V3909X
Unintentional	Motor Vehicle-Nontraffic	V3910X
Unintentional	Motor Vehicle-Nontraffic	V3919X
Unintentional	Motor Vehicle-Nontraffic	V3920X
Unintentional	Motor Vehicle-Nontraffic	V3929X
Unintentional	Motor Vehicle-Nontraffic	V393X
Unintentional	Motor Vehicle-Nontraffic	V400X
Unintentional	Motor Vehicle-Nontraffic	V401X
Unintentional	Motor Vehicle-Nontraffic	V402X
Unintentional	Motor Vehicle-Nontraffic	V403X
Unintentional	Motor Vehicle-Nontraffic	V410X
Unintentional	Motor Vehicle-Nontraffic	V411X
Unintentional	Motor Vehicle-Nontraffic	V412X
Unintentional	Motor Vehicle-Nontraffic	V413X
Unintentional	Motor Vehicle-Nontraffic	V420X
Unintentional	Motor Vehicle-Nontraffic	V421X
Unintentional	Motor Vehicle-Nontraffic	V422X
Unintentional	Motor Vehicle-Nontraffic	V423X
Unintentional	Motor Vehicle-Nontraffic	V4301X
Unintentional	Motor Vehicle-Nontraffic	V4302X
Unintentional	Motor Vehicle-Nontraffic	V4303X
Unintentional	Motor Vehicle-Nontraffic	V4304X
Unintentional	Motor Vehicle-Nontraffic	V4311X
Unintentional	Motor Vehicle-Nontraffic	V4312X
Unintentional	Motor Vehicle-Nontraffic	V4313X
Unintentional	Motor Vehicle-Nontraffic	V4314X
Unintentional	Motor Vehicle-Nontraffic	V4321X
Unintentional	Motor Vehicle-Nontraffic	V4322X
Unintentional	Motor Vehicle-Nontraffic	V4323X
Unintentional	Motor Vehicle-Nontraffic	V4324X
Unintentional	Motor Vehicle-Nontraffic	V4331X
Unintentional	Motor Vehicle-Nontraffic	V4332X
Unintentional	Motor Vehicle-Nontraffic	V4333X
Unintentional	Motor Vehicle-Nontraffic	V4334X
Unintentional	Motor Vehicle-Nontraffic	V440X
Unintentional	Motor Vehicle-Nontraffic	V441X
Unintentional	Motor Vehicle-Nontraffic	V442X
Unintentional	Motor Vehicle-Nontraffic	V443X
Unintentional	Motor Vehicle-Nontraffic	V450X
Unintentional	Motor Vehicle-Nontraffic	V451X
Unintentional	Motor Vehicle-Nontraffic	V452X
Unintentional	Motor Vehicle-Nontraffic	V453X
Unintentional	Motor Vehicle-Nontraffic	V460X
Unintentional	Motor Vehicle-Nontraffic	V461X
Unintentional	Motor Vehicle-Nontraffic	V462X
Unintentional	Motor Vehicle-Nontraffic	V463X
Unintentional	Motor Vehicle-Nontraffic	V470X
Unintentional	Motor Vehicle-Nontraffic	V4701X
Unintentional	Motor Vehicle-Nontraffic	V4702X
Unintentional	Motor Vehicle-Nontraffic	V471X
Unintentional	Motor Vehicle-Nontraffic	V4711X
Unintentional	Motor Vehicle-Nontraffic	V4712X
Unintentional	Motor Vehicle-Nontraffic	V472X
Unintentional	Motor Vehicle-Nontraffic	V473X
Unintentional	Motor Vehicle-Nontraffic	V4731X
Unintentional	Motor Vehicle-Nontraffic	V4732X
Unintentional	Motor Vehicle-Nontraffic	V480X
Unintentional	Motor Vehicle-Nontraffic	V481X
Unintentional	Motor Vehicle-Nontraffic	V482X
Unintentional	Motor Vehicle-Nontraffic	V483X
Unintentional	Motor Vehicle-Nontraffic	V4900X
Unintentional	Motor Vehicle-Nontraffic	V4909X
Unintentional	Motor Vehicle-Nontraffic	V4910X
Unintentional	Motor Vehicle-Nontraffic	V4919X
Unintentional	Motor Vehicle-Nontraffic	V4920X
Unintentional	Motor Vehicle-Nontraffic	V4929X
Unintentional	Motor Vehicle-Nontraffic	V493X
Unintentional	Motor Vehicle-Nontraffic	V500X
Unintentional	Motor Vehicle-Nontraffic	V501X
Unintentional	Motor Vehicle-Nontraffic	V502X
Unintentional	Motor Vehicle-Nontraffic	V503X
Unintentional	Motor Vehicle-Nontraffic	V510X
Unintentional	Motor Vehicle-Nontraffic	V511X
Unintentional	Motor Vehicle-Nontraffic	V512X
Unintentional	Motor Vehicle-Nontraffic	V513X
Unintentional	Motor Vehicle-Nontraffic	V520X
Unintentional	Motor Vehicle-Nontraffic	V521X
Unintentional	Motor Vehicle-Nontraffic	V522X
Unintentional	Motor Vehicle-Nontraffic	V523X
Unintentional	Motor Vehicle-Nontraffic	V530X
Unintentional	Motor Vehicle-Nontraffic	V531X
Unintentional	Motor Vehicle-Nontraffic	V532X
Unintentional	Motor Vehicle-Nontraffic	V533X
Unintentional	Motor Vehicle-Nontraffic	V540X
Unintentional	Motor Vehicle-Nontraffic	V541X
Unintentional	Motor Vehicle-Nontraffic	V542X
Unintentional	Motor Vehicle-Nontraffic	V543X
Unintentional	Motor Vehicle-Nontraffic	V550X
Unintentional	Motor Vehicle-Nontraffic	V551X
Unintentional	Motor Vehicle-Nontraffic	V552X
Unintentional	Motor Vehicle-Nontraffic	V553X
Unintentional	Motor Vehicle-Nontraffic	V560X
Unintentional	Motor Vehicle-Nontraffic	V561X
Unintentional	Motor Vehicle-Nontraffic	V562X
Unintentional	Motor Vehicle-Nontraffic	V563X
Unintentional	Motor Vehicle-Nontraffic	V570X
Unintentional	Motor Vehicle-Nontraffic	V571X
Unintentional	Motor Vehicle-Nontraffic	V572X
Unintentional	Motor Vehicle-Nontraffic	V573X
Unintentional	Motor Vehicle-Nontraffic	V580X
Unintentional	Motor Vehicle-Nontraffic	V581X
Unintentional	Motor Vehicle-Nontraffic	V582X
Unintentional	Motor Vehicle-Nontraffic	V583X
Unintentional	Motor Vehicle-Nontraffic	V5900X
Unintentional	Motor Vehicle-Nontraffic	V5909X
Unintentional	Motor Vehicle-Nontraffic	V5910X
Unintentional	Motor Vehicle-Nontraffic	V5919X
Unintentional	Motor Vehicle-Nontraffic	V5920X
Unintentional	Motor Vehicle-Nontraffic	V5929X
Unintentional	Motor Vehicle-Nontraffic	V593X
Unintentional	Motor Vehicle-Nontraffic	V600X
Unintentional	Motor Vehicle-Nontraffic	V601X
Unintentional	Motor Vehicle-Nontraffic	V602X
Unintentional	Motor Vehicle-Nontraffic	V603X
Unintentional	Motor Vehicle-Nontraffic	V610X
Unintentional	Motor Vehicle-Nontraffic	V611X
Unintentional	Motor Vehicle-Nontraffic	V612X
Unintentional	Motor Vehicle-Nontraffic	V613X
Unintentional	Motor Vehicle-Nontraffic	V620X
Unintentional	Motor Vehicle-Nontraffic	V621X
Unintentional	Motor Vehicle-Nontraffic	V622X
Unintentional	Motor Vehicle-Nontraffic	V623X
Unintentional	Motor Vehicle-Nontraffic	V630X
Unintentional	Motor Vehicle-Nontraffic	V631X
Unintentional	Motor Vehicle-Nontraffic	V632X
Unintentional	Motor Vehicle-Nontraffic	V633X
Unintentional	Motor Vehicle-Nontraffic	V640X
Unintentional	Motor Vehicle-Nontraffic	V641X
Unintentional	Motor Vehicle-Nontraffic	V642X
Unintentional	Motor Vehicle-Nontraffic	V643X
Unintentional	Motor Vehicle-Nontraffic	V650X
Unintentional	Motor Vehicle-Nontraffic	V651X
Unintentional	Motor Vehicle-Nontraffic	V652X
Unintentional	Motor Vehicle-Nontraffic	V653X
Unintentional	Motor Vehicle-Nontraffic	V660X
Unintentional	Motor Vehicle-Nontraffic	V661X
Unintentional	Motor Vehicle-Nontraffic	V662X
Unintentional	Motor Vehicle-Nontraffic	V663X
Unintentional	Motor Vehicle-Nontraffic	V670X
Unintentional	Motor Vehicle-Nontraffic	V671X
Unintentional	Motor Vehicle-Nontraffic	V672X
Unintentional	Motor Vehicle-Nontraffic	V673X
Unintentional	Motor Vehicle-Nontraffic	V680X
Unintentional	Motor Vehicle-Nontraffic	V681X
Unintentional	Motor Vehicle-Nontraffic	V682X
Unintentional	Motor Vehicle-Nontraffic	V683X
Unintentional	Motor Vehicle-Nontraffic	V6900X
Unintentional	Motor Vehicle-Nontraffic	V6909X
Unintentional	Motor Vehicle-Nontraffic	V6910X
Unintentional	Motor Vehicle-Nontraffic	V6919X
Unintentional	Motor Vehicle-Nontraffic	V6920X
Unintentional	Motor Vehicle-Nontraffic	V6929X
Unintentional	Motor Vehicle-Nontraffic	V693X
Unintentional	Motor Vehicle-Nontraffic	V700X
Unintentional	Motor Vehicle-Nontraffic	V701X
Unintentional	Motor Vehicle-Nontraffic	V702X
Unintentional	Motor Vehicle-Nontraffic	V703X
Unintentional	Motor Vehicle-Nontraffic	V710X
Unintentional	Motor Vehicle-Nontraffic	V711X
Unintentional	Motor Vehicle-Nontraffic	V712X
Unintentional	Motor Vehicle-Nontraffic	V713X
Unintentional	Motor Vehicle-Nontraffic	V720X
Unintentional	Motor Vehicle-Nontraffic	V721X
Unintentional	Motor Vehicle-Nontraffic	V722X
Unintentional	Motor Vehicle-Nontraffic	V723X
Unintentional	Motor Vehicle-Nontraffic	V730X
Unintentional	Motor Vehicle-Nontraffic	V731X
Unintentional	Motor Vehicle-Nontraffic	V732X
Unintentional	Motor Vehicle-Nontraffic	V733X
Unintentional	Motor Vehicle-Nontraffic	V740X
Unintentional	Motor Vehicle-Nontraffic	V741X
Unintentional	Motor Vehicle-Nontraffic	V742X
Unintentional	Motor Vehicle-Nontraffic	V743X
Unintentional	Motor Vehicle-Nontraffic	V750X
Unintentional	Motor Vehicle-Nontraffic	V751X
Unintentional	Motor Vehicle-Nontraffic	V752X
Unintentional	Motor Vehicle-Nontraffic	V753X
Unintentional	Motor Vehicle-Nontraffic	V760X
Unintentional	Motor Vehicle-Nontraffic	V761X
Unintentional	Motor Vehicle-Nontraffic	V762X
Unintentional	Motor Vehicle-Nontraffic	V763X
Unintentional	Motor Vehicle-Nontraffic	V770X
Unintentional	Motor Vehicle-Nontraffic	V771X
Unintentional	Motor Vehicle-Nontraffic	V772X
Unintentional	Motor Vehicle-Nontraffic	V773X
Unintentional	Motor Vehicle-Nontraffic	V780X
Unintentional	Motor Vehicle-Nontraffic	V781X
Unintentional	Motor Vehicle-Nontraffic	V782X
Unintentional	Motor Vehicle-Nontraffic	V783X
Unintentional	Motor Vehicle-Nontraffic	V7900X
Unintentional	Motor Vehicle-Nontraffic	V7909X
Unintentional	Motor Vehicle-Nontraffic	V7910X
Unintentional	Motor Vehicle-Nontraffic	V7919X
Unintentional	Motor Vehicle-Nontraffic	V7920X
Unintentional	Motor Vehicle-Nontraffic	V7929X
Unintentional	Motor Vehicle-Nontraffic	V793X
Unintentional	Motor Vehicle-Nontraffic	V810X
Unintentional	Motor Vehicle-Nontraffic	V820X
Unintentional	Motor Vehicle-Nontraffic	V845X
Unintentional	Motor Vehicle-Nontraffic	V846X
Unintentional	Motor Vehicle-Nontraffic	V847X
Unintentional	Motor Vehicle-Nontraffic	V849X
Unintentional	Motor Vehicle-Nontraffic	V855X
Unintentional	Motor Vehicle-Nontraffic	V856X
Unintentional	Motor Vehicle-Nontraffic	V857X
Unintentional	Motor Vehicle-Nontraffic	V859X
Unintentional	Motor Vehicle-Nontraffic	V8651X
Unintentional	Motor Vehicle-Nontraffic	V8654X
Unintentional	Motor Vehicle-Nontraffic	V8655X
Unintentional	Motor Vehicle-Nontraffic	V8656X
Unintentional	Motor Vehicle-Nontraffic	V8661X
Unintentional	Motor Vehicle-Nontraffic	V8664X
Unintentional	Motor Vehicle-Nontraffic	V8665X
Unintentional	Motor Vehicle-Nontraffic	V8666X
Unintentional	Motor Vehicle-Nontraffic	V8671X
Unintentional	Motor Vehicle-Nontraffic	V8674X
Unintentional	Motor Vehicle-Nontraffic	V8675X
Unintentional	Motor Vehicle-Nontraffic	V8676X
Unintentional	Motor Vehicle-Nontraffic	V8691X
Unintentional	Motor Vehicle-Nontraffic	V8694X
Unintentional	Motor Vehicle-Nontraffic	V8695X
Unintentional	Motor Vehicle-Nontraffic	V8696X
Unintentional	Motor Vehicle-Nontraffic	V880X
Unintentional	Motor Vehicle-Nontraffic	V881X
Unintentional	Motor Vehicle-Nontraffic	V882X
Unintentional	Motor Vehicle-Nontraffic	V883X
Unintentional	Motor Vehicle-Nontraffic	V884X
Unintentional	Motor Vehicle-Nontraffic	V885X
Unintentional	Motor Vehicle-Nontraffic	V886X
Unintentional	Motor Vehicle-Nontraffic	V887X
Unintentional	Motor Vehicle-Nontraffic	V888X
Unintentional	Motor Vehicle-Nontraffic	V890X
Unintentional	"Pedal cyclist, other"	V100X
Unintentional	"Pedal cyclist, other"	V101X
Unintentional	"Pedal cyclist, other"	V102X
Unintentional	"Pedal cyclist, other"	V103X
Unintentional	"Pedal cyclist, other"	V104X
Unintentional	"Pedal cyclist, other"	V105X
Unintentional	"Pedal cyclist, other"	V109X
Unintentional	"Pedal cyclist, other"	V110X
Unintentional	"Pedal cyclist, other"	V111X
Unintentional	"Pedal cyclist, other"	V112X
Unintentional	"Pedal cyclist, other"	V113X
Unintentional	"Pedal cyclist, other"	V114X
Unintentional	"Pedal cyclist, other"	V115X
Unintentional	"Pedal cyclist, other"	V119X
Unintentional	"Pedal cyclist, other"	V120X
Unintentional	"Pedal cyclist, other"	V121X
Unintentional	"Pedal cyclist, other"	V122X
Unintentional	"Pedal cyclist, other"	V130X
Unintentional	"Pedal cyclist, other"	V131X
Unintentional	"Pedal cyclist, other"	V132X
Unintentional	"Pedal cyclist, other"	V140X
Unintentional	"Pedal cyclist, other"	V141X
Unintentional	"Pedal cyclist, other"	V142X
Unintentional	"Pedal cyclist, other"	V150X
Unintentional	"Pedal cyclist, other"	V151X
Unintentional	"Pedal cyclist, other"	V152X
Unintentional	"Pedal cyclist, other"	V153X
Unintentional	"Pedal cyclist, other"	V154X
Unintentional	"Pedal cyclist, other"	V155X
Unintentional	"Pedal cyclist, other"	V159X
Unintentional	"Pedal cyclist, other"	V160X
Unintentional	"Pedal cyclist, other"	V161X
Unintentional	"Pedal cyclist, other"	V162X
Unintentional	"Pedal cyclist, other"	V163X
Unintentional	"Pedal cyclist, other"	V164X
Unintentional	"Pedal cyclist, other"	V165X
Unintentional	"Pedal cyclist, other"	V169X
Unintentional	"Pedal cyclist, other"	V170X
Unintentional	"Pedal cyclist, other"	V171X
Unintentional	"Pedal cyclist, other"	V172X
Unintentional	"Pedal cyclist, other"	V173X
Unintentional	"Pedal cyclist, other"	V174X
Unintentional	"Pedal cyclist, other"	V175X
Unintentional	"Pedal cyclist, other"	V179X
Unintentional	"Pedal cyclist, other"	V180X
Unintentional	"Pedal cyclist, other"	V181X
Unintentional	"Pedal cyclist, other"	V182X
Unintentional	"Pedal cyclist, other"	V183X
Unintentional	"Pedal cyclist, other"	V184X
Unintentional	"Pedal cyclist, other"	V185X
Unintentional	"Pedal cyclist, other"	V189X
Unintentional	"Pedal cyclist, other"	V1900X
Unintentional	"Pedal cyclist, other"	V1909X
Unintentional	"Pedal cyclist, other"	V1910X
Unintentional	"Pedal cyclist, other"	V1919X
Unintentional	"Pedal cyclist, other"	V1920X
Unintentional	"Pedal cyclist, other"	V1929X
Unintentional	"Pedal cyclist, other"	V193X
Unintentional	"Pedal cyclist, other"	V1981X
Unintentional	"Pedal cyclist, other"	V1988X
Unintentional	"Pedestrian, other"	V0100X
Unintentional	"Pedestrian, other"	V0101X
Unintentional	"Pedestrian, other"	V0102X
Unintentional	"Pedestrian, other"	V01031
Unintentional	"Pedestrian, other"	V01038
Unintentional	"Pedestrian, other"	V0109X
Unintentional	"Pedestrian, other"	V0110X
Unintentional	"Pedestrian, other"	V0111X
Unintentional	"Pedestrian, other"	V0112X
Unintentional	"Pedestrian, other"	V01131
Unintentional	"Pedestrian, other"	V01138
Unintentional	"Pedestrian, other"	V0119X
Unintentional	"Pedestrian, other"	V0190X
Unintentional	"Pedestrian, other"	V0191X
Unintentional	"Pedestrian, other"	V0192X
Unintentional	"Pedestrian, other"	V01931
Unintentional	"Pedestrian, other"	V01938
Unintentional	"Pedestrian, other"	V0199X
Unintentional	"Pedestrian, other"	V0200X
Unintentional	"Pedestrian, other"	V0201X
Unintentional	"Pedestrian, other"	V0202X
Unintentional	"Pedestrian, other"	V02031
Unintentional	"Pedestrian, other"	V02038
Unintentional	"Pedestrian, other"	V0209X
Unintentional	"Pedestrian, other"	V0300X
Unintentional	"Pedestrian, other"	V0301X
Unintentional	"Pedestrian, other"	V0302X
Unintentional	"Pedestrian, other"	V03031
Unintentional	"Pedestrian, other"	V03038
Unintentional	"Pedestrian, other"	V0309X
Unintentional	"Pedestrian, other"	V0400X
Unintentional	"Pedestrian, other"	V0401X
Unintentional	"Pedestrian, other"	V0402X
Unintentional	"Pedestrian, other"	V04031
Unintentional	"Pedestrian, other"	V04038
Unintentional	"Pedestrian, other"	V0409X
Unintentional	"Pedestrian, other"	V0500X
Unintentional	"Pedestrian, other"	V0501X
Unintentional	"Pedestrian, other"	V0502X
Unintentional	"Pedestrian, other"	V05031
Unintentional	"Pedestrian, other"	V05038
Unintentional	"Pedestrian, other"	V0509X
Unintentional	"Pedestrian, other"	V0510X
Unintentional	"Pedestrian, other"	V0511X
Unintentional	"Pedestrian, other"	V0512X
Unintentional	"Pedestrian, other"	V05131
Unintentional	"Pedestrian, other"	V05138
Unintentional	"Pedestrian, other"	V0519X
Unintentional	"Pedestrian, other"	V0590X
Unintentional	"Pedestrian, other"	V0591X
Unintentional	"Pedestrian, other"	V0592X
Unintentional	"Pedestrian, other"	V05931
Unintentional	"Pedestrian, other"	V05938
Unintentional	"Pedestrian, other"	V0599X
Unintentional	"Pedestrian, other"	V0600X
Unintentional	"Pedestrian, other"	V0601X
Unintentional	"Pedestrian, other"	V0602X
Unintentional	"Pedestrian, other"	V06031
Unintentional	"Pedestrian, other"	V06038
Unintentional	"Pedestrian, other"	V0609X
Unintentional	"Pedestrian, other"	V0610X
Unintentional	"Pedestrian, other"	V0611X
Unintentional	"Pedestrian, other"	V0612X
Unintentional	"Pedestrian, other"	V06131
Unintentional	"Pedestrian, other"	V06138
Unintentional	"Pedestrian, other"	V0619X
Unintentional	"Pedestrian, other"	V0690X
Unintentional	"Pedestrian, other"	V0691X
Unintentional	"Pedestrian, other"	V0692X
Unintentional	"Pedestrian, other"	V06931
Unintentional	"Pedestrian, other"	V06938
Unintentional	"Pedestrian, other"	V0699X
Unintentional	"Pedestrian, other"	V0900X
Unintentional	"Pedestrian, other"	V0901X
Unintentional	"Pedestrian, other"	V0909X
Unintentional	"Pedestrian, other"	V091X
Unintentional	"Pedestrian, other"	V099X
Unintentional	Other Land Transport	V80010
Unintentional	Other Land Transport	V80018
Unintentional	Other Land Transport	V8002X
Unintentional	Other Land Transport	V8011X
Unintentional	Other Land Transport	V8012X
Unintentional	Other Land Transport	V8021X
Unintentional	Other Land Transport	V8022X
Unintentional	Other Land Transport	V8061X
Unintentional	Other Land Transport	V8062X
Unintentional	Other Land Transport	V80710
Unintentional	Other Land Transport	V80711
Unintentional	Other Land Transport	V80720
Unintentional	Other Land Transport	V80721
Unintentional	Other Land Transport	V80730
Unintentional	Other Land Transport	V80731
Unintentional	Other Land Transport	V80790
Unintentional	Other Land Transport	V80791
Unintentional	Other Land Transport	V8081X
Unintentional	Other Land Transport	V8082X
Unintentional	Other Land Transport	V80910
Unintentional	Other Land Transport	V80918
Unintentional	Other Land Transport	V80919
Unintentional	Other Land Transport	V80920
Unintentional	Other Land Transport	V80928
Unintentional	Other Land Transport	V80929
Unintentional	Other Land Transport	V812X
Unintentional	Other Land Transport	V813X
Unintentional	Other Land Transport	V814X
Unintentional	Other Land Transport	V815X
Unintentional	Other Land Transport	V816X
Unintentional	Other Land Transport	V817X
Unintentional	Other Land Transport	V8181X
Unintentional	Other Land Transport	V8182X
Unintentional	Other Land Transport	V8183X
Unintentional	Other Land Transport	V8189X
Unintentional	Other Land Transport	V819X
Unintentional	Other Land Transport	V822X
Unintentional	Other Land Transport	V823X
Unintentional	Other Land Transport	V824X
Unintentional	Other Land Transport	V825X
Unintentional	Other Land Transport	V826X
Unintentional	Other Land Transport	V827X
Unintentional	Other Land Transport	V828X
Unintentional	Other Land Transport	V829X
Unintentional	Other Land Transport	V834X
Unintentional	Other Land Transport	V835X
Unintentional	Other Land Transport	V836X
Unintentional	Other Land Transport	V837X
Unintentional	Other Land Transport	V839X
Unintentional	Other Land Transport	V844X
Unintentional	Other Land Transport	V854X
Unintentional	Other Land Transport	V8641X
Unintentional	Other Land Transport	V8642X
Unintentional	Other Land Transport	V8643X
Unintentional	Other Land Transport	V8644X
Unintentional	Other Land Transport	V8645X
Unintentional	Other Land Transport	V8646X
Unintentional	Other Land Transport	V8649X
Unintentional	Other Land Transport	V8652X
Unintentional	Other Land Transport	V8653X
Unintentional	Other Land Transport	V8659X
Unintentional	Other Land Transport	V8662X
Unintentional	Other Land Transport	V8663X
Unintentional	Other Land Transport	V8669X
Unintentional	Other Land Transport	V8672X
Unintentional	Other Land Transport	V8673X
Unintentional	Other Land Transport	V8679X
Unintentional	Other Land Transport	V8692X
Unintentional	Other Land Transport	V8693X
Unintentional	Other Land Transport	V8699X
Unintentional	Other Land Transport	V879X
Unintentional	Other Land Transport	V889X
Unintentional	Other Land Transport	V891X
Unintentional	Other Land Transport	V893X
Unintentional	Other Land Transport	V899X
Unintentional	Other Transport	V9100X
Unintentional	Other Transport	V9101X
Unintentional	Other Transport	V9102X
Unintentional	Other Transport	V9103X
Unintentional	Other Transport	V9104X
Unintentional	Other Transport	V9105X
Unintentional	Other Transport	V9106X
Unintentional	Other Transport	V9107X
Unintentional	Other Transport	V9108X
Unintentional	Other Transport	V9109X
Unintentional	Other Transport	V9110X
Unintentional	Other Transport	V9111X
Unintentional	Other Transport	V9112X
Unintentional	Other Transport	V9113X
Unintentional	Other Transport	V9114X
Unintentional	Other Transport	V9115X
Unintentional	Other Transport	V9116X
Unintentional	Other Transport	V9118X
Unintentional	Other Transport	V9119X
Unintentional	Other Transport	V9120X
Unintentional	Other Transport	V9121X
Unintentional	Other Transport	V9122X
Unintentional	Other Transport	V9123X
Unintentional	Other Transport	V9124X
Unintentional	Other Transport	V9125X
Unintentional	Other Transport	V9126X
Unintentional	Other Transport	V9129X
Unintentional	Other Transport	V9130X
Unintentional	Other Transport	V9131X
Unintentional	Other Transport	V9132X
Unintentional	Other Transport	V9133X
Unintentional	Other Transport	V9134X
Unintentional	Other Transport	V9135X
Unintentional	Other Transport	V9136X
Unintentional	Other Transport	V9137X
Unintentional	Other Transport	V9138X
Unintentional	Other Transport	V9139X
Unintentional	Other Transport	V9180X
Unintentional	Other Transport	V9181X
Unintentional	Other Transport	V9182X
Unintentional	Other Transport	V9183X
Unintentional	Other Transport	V9184X
Unintentional	Other Transport	V9185X
Unintentional	Other Transport	V9186X
Unintentional	Other Transport	V9187X
